entities	language	tweet_id	text	cagri	kaan	label	cagri_labels	kaan_labels	emre	oguzhan	emre_labels	oguzhan_labels
9:14%OTAR|104:119%OSIG	1	1343246821670309888	"This gay Karan who think himself God of Bollywood &amp; parents of Nepotism

Has also killed our SSR in his fucked show while asking question fm Alia bhatt

Who you will marry, hook up &amp; kill

Why there will be kill or need to kill someone even in game or Dream

Remember it
#Love4SSR"	1.0	1.0	1.0	9:14%OTAR|104:119%OSIG	9:14%OTAR|108:114%OSIG	-1	-1		
	1	1344403457738944513	"It's time Prime Manchester City hits back.

We can smell blood. C'mon CITY 🍿

Let's win this Premier League. https://t.co/Ohd254B6E4"	0.0	0.0	0.0			-1	-1		
	0	1351660920913743874	"Mişari Zeydi ""Kissenger’in Beyaz Saray’daki yeni Amerikan çobanlarının yolunu aydınlatması için astığı lamba, sağduyulu ve ‘vatansever’ politikaları öne çıkarıp, İran Devrim Muhafızları’ndan intikam ve ‘Trump usulü kökünden koparma’ politikalarının terk edilmesini öneriyor."" https://t.co/xQkxhBpOzy"	0.0	0.0	0.0			-1	-1		
0:12%OTAR|73:142%OSIG|146:151%OSIG	0	1343661532589289480	Kılıçdaroğlu CHP'de yaşanan tecavüz ve taciz olaylarına 35 gündür sessiz Tacizcilerine sahip çıktığın kadar ülkene bir gün bile sahip çıkmadın be KeMaL	1.0	1.0	1.0	0:12%OTAR|73:142%OSIG	0:12%OTAR|146:151%OSIG	-1	-1		
0:4%HTAR|6:260%HSIG|261:274%HSIG|274:278%HTAR	0	1238577296103157760	Batı: Hırsız, Yağmacı, Bencil, Hedonist, Faşist, Küstah, Çıkarcı, fırsatçı, Sapkın ve sapık ilişkiler (LGBT) merkezi, zalim, insancıl maskesi altında gaddar, Siyonistlerin oyuncağı...hasılı şeytanın iğvalarını yutmuş, kendine hayrı olmayan köhne bir medeniyet. Gebereceksin BATI	2.0	2.0	2.0	6:75%OSIG|76:102%OSIG|103:107%OTAR|118:180%OSIG|261:273%HSIG|274:278%HTAR	0:4%HTAR|6:260%HSIG|261:278%HSIG	-1	-1		
	0	1372635164635959304	Tokkal ailesini katletti! Dehşet otopside ortaya çıktı: Normal bir cinayet değil! https://t.co/Vvj8qsoDDK https://t.co/JvHsW1iun9	0.0	0.0	0.0			-1	-1		
	1	1343861672692174848	NFL Referees Are Getting Destroyed On Sunday Night Football https://t.co/PpfiMJGqcV	0.0	0.0	0.0			-1	-1		
	1	1278085636130582534	i hate the milliooooon fucking cishet microlables there are and people will talk about them more during pride than FUCKING LESBIANS THE FIRST GODDAMN LETTER OF LGBT	2.0	1.0	-2.0	0:30%HSIG|31:49%HTAR	23:30%OSIG|115:122%OSIG	2.0	1.0	type:textContent|111$115$1$highlight-hatesignal$|116$158$2$highlight-hatesignal$|224$231$3$highlight-offensivesignal$|232$240$4$highlight-offensivetarget$|242$273$5$highlight-offensivesignal$	type:textContent|111$115$1$highlight-offensivesignal$|132$139$2$highlight-offensivesignal$|140$158$3$highlight-offensivetarget$|224$231$4$highlight-offensivesignal$|232$240$5$highlight-offensivetarget$|251$258$6$highlight-offensivesignal$|269$273$7$highlight-offensivetarget$
	1	1277546810253459456	i had german and latin today and they were both just.. easy.. stressed the shit out of myself for nothing	0.0	0.0	0.0			-1	-1		
	1	1375865644067983360	These Nigerian players one destroy my eyes with useless football😭😭	1.0	0.0	-2.0	6:22%OTAR|48:55%OSIG		1.0	1.0	type:textContent|115$132$1$highlight-offensivetarget$|136$173$2$highlight-offensivesignal$	type:textContent|115$131$1$highlight-offensivetarget$|136$151$2$highlight-offensivesignal$|157$173$3$highlight-offensivesignal$
	0	1372591931478380547	"ERENLER YAŞASIN HDP KAPATILSIN! 🇹🇷

📌 7 Nisan'da Ankara'da HDP Kapatılsın Mitinginde tek yürek oluyoruz. Sen de https://t.co/3tMbqijYCH'a imza at ve mitinge katıl! 

#ErenlerYaşasın #HDPkapatılsın https://t.co/kpCPmOBbVy"	0.0	0.0	0.0			-1	-1		
	1	1233885025868951554	President of #Colombia @IvanDuque writes piece in @PostOpinions today calling on U.S. to provide more help in the face of massive #Venezuela refugee crisis. But this is only treating symptoms. The cure is exit of the Maduro regime and restoration of the democratic path.	0.0	0.0	0.0			-1	-1		
	0	1277977675592679428	Yusuf Sarı'yı özlicek hale mi geldik lan, vay aq #Trabzonspor	0.0	1.0	-2.0	46:48%OSIG	46:48%OSIG	1.0	1.0	type:textContent|155$157$1$highlight-offensivesignal$	type:textContent|155$157$1$highlight-offensivesignal$
	1	1343780932638158848	new album i have a girlfriend rage against the machine britpop is gay dead please jack black looks like chris ? am if one more person blocks me on my other account i will let out a bunch of diseased rats and start the black plague again			-2.0			2.0	2.0	type:textContent|227$272$2$highlight-hatetarget$|298$345$1$highlight-hatesignal$	type:textContent|227$252$2$highlight-hatetarget$|280$339$1$highlight-hatesignal$
	0	1375178245688205314	Yine bir Akp çocukları tweet’iyle sinirlerim altüst oldu. Sonra muhalefete saldıranlara ders vermeye kalkıyorsunuz; tüm bunlar olurken andımız mundumuz tartışıp ciddi her durumda ölüye yatarak parsasını toplayan, katil anan muhalefete. Siz misiniz bunların alternatifi şimdi.	0.0	1.0	-2.0		161:211%OSIG|213:223%OSIG	0.0	0.0		
	0	1352369424389599244	rus edebiyatına da sana da lanet olsun @clemenzafu		1.0	-2.0		0:13%OTAR|27:38%OSIG	-1	-1		
	0	1343751458357960704	Selo terörist' tir KÜRT benim liderim @RTErdogan dır. Kim kürtlere hakaret ederse onun suratına tükürecek ilk kişi @RTErdogan sonra da benim. Kürt demeye korkardım babam şehit oldu. Selo ve tayfası gelmedi @RTErdogan aradı halende bizimle birlikte bakan, vali onlara takılmayın		0.0	-2.0			-1	-1		
	1	1277393426292658180	"#IAmHotFor Preacher. 

A whore in church on a Sunday morning, probably"		1.0	-2.0		25:30%OSIG	-1	-1		
	0	1364265599522734088	Yunan F-16'sı Türk gemisini taciz etmiş açıklamayı AKP sözcüsü yapıyor devlet misiniz abicim siz parti sözcüsünün ne haddine Savunma Bakanlığı'nın yapacağı işi yapmak? #SorumlusuKimOlacak	0.0	0.0	0.0			-1	-1		
201:242%HSIG|245:255%OSIG|255:269%HTAR	0	1343559003209682946	"Adam Gabar Dağı'nda askerlik yapmış. Dağ bayır, kar kış demeden, gece-gündüz vatanım diyerek koşturmuş ama aşı olmayı reddediyor diye ""vatan haini"" olmakla suçlanıyor, yargılanacağından bahsediliyor. 

Allah (cc) bu hainlerin belasını versin!

#haddinibilcengizhortoğlu"	2.0	2.0	2.0	226:241%HSIG|255:269%HTAR	201:242%HSIG|245:269%OSIG	-1	-1		
	1	1277466978928562176	The church will never question her fucking lemon squares again. https://t.co/yvvZFLsOkW		1.0	-2.0		35:42%OSIG	-1	-1		
	0	1270688445170679808	"Us ile uslanmayanı etmeli tekdir
Tekdir ile uslanmayanın hakkı kötektir.
Ziya Paşa. 

Ulan kahpe Yunan tohumları (Bendenize ait)"	1.0	2.0	-2.0	91:96%OSIG|97:102%OTAR	0:71%HSIG|85:96%HSIG|97:102%HTAR|103:112%HSIG	2.0	2.0	type:textContent|153$180$1$highlight-hatesignal$|200$205$3$highlight-offensivesignal$|206$211$2$highlight-hatetarget$	type:textContent|153$180$1$highlight-hatesignal$|200$205$3$highlight-offensivesignal$|206$211$2$highlight-hatetarget$
	1	1377298710665687040	The big voter fraud lie killed people and injured dozens. Trump is a mass murderer. Lock him up.	2.0	0.0	-2.0	58:63%HTAR|67:82%OSIG|84:95%HSIG		1.0	1.0	type:textContent|167$172$1$highlight-offensivetarget$|178$191$2$highlight-offensivesignal$	type:textContent|133$146$7$highlight-offensivesignal$|151$165$8$highlight-offensivesignal$|167$172$1$highlight-offensivetarget$|178$191$6$highlight-offensivesignal$
	1	1376783670120308742	will die before i become someones gay bestfriend	0.0	0.0	0.0			-1	-1		
	1	1375574360098938882	Social football will destroy our legs one day @sharran_raj @c_devan @shauntanjy @PrashantKBD	0.0	0.0	0.0			-1	-1		
	0	1343600043589251072	Devletimiz ve müslüman vatansever milletimiz tarafından tescilli terörist Demirtaş’ın,AİHM’e sırtlarını dayayarak çıkmasını isteyenlerin”soy ağaçlarını”devletimiz yayınlasa;bu hainlerin,vekillik için kendini peşkeş çekenlerin %99’u ne müslüman Kürt’tür,ne de müslüman Türk’tür.🇹🇷	1.0	0.0	-2.0	176:185%OSIG|200:225%OSIG		1.0	1.0	type:textContent|174$182$1$highlight-offensivesignal$|183$194$2$highlight-offensivetarget$|285$292$3$highlight-offensivesignal$	type:textContent|174$182$1$highlight-offensivesignal$|183$191$2$highlight-offensivetarget$|285$292$3$highlight-offensivesignal$
	1	1277666249707859968	"This is racist shit!! Colin Kaepernick partners with Ava DuVernay for upcoming Netflix drama series ... Colin in Black &amp; White will look back at the football star and advocate's high school years
via https://t.co/rpwwfA2ISX’s https://t.co/aIL57gUhHa"	1.0	0.0	-2.0	8:19%OSIG|22:39%OTAR		1.0	1.0	type:textContent|117$123$1$highlight-offensivesignal$|124$128$2$highlight-offensivesignal$|131$208$3$highlight-offensivetarget$	type:textContent|117$123$1$highlight-offensivesignal$|124$128$2$highlight-offensivesignal$
53:66%OSIG|78:83%OTAR|112:114%OSIG|141:194%OSIG	1	1277083285970026496	If you can't help give basic rights to other people. Just fuck off. Take your bible with you and reflect again. 🖕 coz not gonna take any of those bullshit reference you clearly don't understand.	1.0	1.0	1.0	53:66%OSIG|78:83%OTAR|141:194%OSIG	58:66%OSIG|112:114%OSIG|147:155%OSIG	-1	-1		
33:50%HTAR|51:91%HSIG|92:119%HSIG	0	1342932999059472387	Bende bir Kürt olarak diyorum ki hdp'ye oy verenin bir değil Allah bin kere belasını versin hdp bir terörist partisidir  #HDPyeOyVereceğim	2.0	2.0	2.0	33:50%HTAR|61:91%HSIG	33:36%HTAR|51:91%HSIG|92:119%HSIG	-1	-1		
	1	1278052919166763008	I stand against all forms of racism, ableism, homophobia, transphobic, islamophobia, hate; and pedophiles. I nominate these 5 people to stand with me and urge them to nominate 5 others: @sakuraseokjin @yoogiclubie @vodkafortae @kthready @koobiegos	0.0	0.0	0.0			-1	-1		
0:19%HSIG|20:24%HTAR|65:90%HSIG	0	1337802122448998401	Allah belanı versin İran senin yetmedimi Müslüman kanı akıttığın akıttığın kanda boğulasın	2.0	2.0	2.0	0:19%HSIG|20:24%HTAR|65:90%HSIG	0:19%HSIG|20:24%HTAR|65:90%HSIG	-1	-1		
92:102%OSIG	0	1274563151057620992	700 bin TLlik üründen vergi alacağına hepsini karakoldaki üç beş polise hüpletecek kadar da gerizekalı bir ülke işte.	1.0	1.0	1.0	92:102%OSIG	92:102%OSIG	-1	-1		
	1	1233890233944596482	The latest Iranian innovation to defeat the Corona virus, his Royal Highness blessed spit https://t.co/OYbS3aEYP3	1.0	0.0	-2.0	11:18%OTAR|58:89%OSIG		0.0	0.0		
	0	1267427875348779008	nasil iyi mi terörist k*** Türk’ün gücünü anla rum orospu	1.0	2.0	-2.0	47:50%OTAR|51:57%OSIG	13:26%HSIG|47:57%HSIG	2.0	1.0	type:textContent|122$130$10$highlight-offensivesignal$|131$135$6$highlight-hatetarget$|144$155$7$highlight-hatesignal$|160$166$8$highlight-offensivesignal$	type:textContent|122$130$3$highlight-offensivesignal$|131$135$4$highlight-offensivesignal$|156$159$1$highlight-offensivetarget$|160$166$2$highlight-offensivesignal$
1:6%OTAR|10:89%OSIG	1	1278046910968930307	#TRUMP is a CON-MAN, a DERANGED DEMON, an ignoramus, mad-dog, racist, fool, and charlatan!	1.0	1.0	1.0	1:6%OTAR|10:89%OSIG	1:6%OTAR|23:37%OSIG|42:51%OSIG|53:60%OSIG|70:74%OSIG|80:89%OSIG	-1	-1		
	1	1277224126797828096	When he didn't feed into their bullshit and wouldn't be the prop they wanted him to be not manipulating people collecting taxes  using religion to control they killed him the white Jewish- Roman polish-germans the white Catholics and christians https://t.co/Q0N9YRAA20	0.0	1.0	-2.0		31:39%OSIG	1.0	1.0	type:textContent|114$116$2$highlight-offensivetarget$|140$148$1$highlight-offensivesignal$	type:textContent|140$148$2$highlight-offensivesignal$|269$275$1$highlight-offensivesignal$
	1	1277848585632186368	anyways y’know what i hate more than gay people? flies. fuck flies.	2.0	1.0	-2.0	20:36%HSIG|37:47%HTAR	22:26%OSIG|37:47%OTAR|49:54%OTAR|56:60%OSIG|61:66%OTAR	2.0	1.0	type:textContent|131$135$1$highlight-hatesignal$|146$156$2$highlight-hatetarget$|158$163$3$highlight-hatesignal$|165$169$4$highlight-offensivesignal$|170$175$5$highlight-offensivetarget$	type:textContent|131$135$1$highlight-offensivesignal$|146$156$2$highlight-offensivetarget$|158$163$3$highlight-offensivetarget$|165$169$5$highlight-offensivesignal$|170$175$4$highlight-offensivetarget$
	1	1344754477648195584	"The Boughetto Gays kill me. 😂

Nigga you from the suburbs shut the fuck up!"	1.0	2.0	-2.0	0:18%OTAR|59:75%OSIG	0:18%HTAR|31:37%HSIG|59:75%OSIG	1.0	1.0	type:textContent|109$127$3$highlight-offensivetarget$|141$146$1$highlight-offensivesignal$|168$184$2$highlight-offensivesignal$	type:textContent|109$127$3$highlight-offensivetarget$|128$135$4$highlight-offensivesignal$|141$146$1$highlight-offensivesignal$|168$184$2$highlight-offensivesignal$
	0	1228078150028070914	sayın pasif geyler ishal olunca gotünüzdeki yanma iş görüyor mu		1.0	-2.0		12:18%OTAR|32:63%OSIG	-1	-1		
212:231%OSIG	0	1286065296994897922	Keşke insanlar bizim ülkemizde şiddetten,tecavüzden,ölümden taraf tutmadan nefret edebilse..suçlu olana sebepler üretmese..kadın, erkek,çocuk,hayvan bir canlıyı öldürüyorsan sebebin olmaz .bir sebebe inanıyorsan allah belanı versin!!	1.0	1.0	1.0	212:231%OSIG	212:231%OSIG	-1	-1		
0:26%OSIG|41:49%OTAR	0	1338192738425196544	ÖRÜMCEK kafaya lanet olsun.    NE haber!  Diyanet cuma günü Yağmur Duasına çıkacaktı ama olmadı  neden mi?Perşembe günü yağmur yağdı ve hala da yağmaya devam ediyor.Diyanet te biz İnananlar  yağmur duası yaptık yağdı diye koro  halinde hava atacaklardı olmadı........vah.....vah.. https://t.co/1OPF55HuUE	1.0	1.0	1.0	15:26%OSIG|41:49%OTAR	0:26%OSIG	-1	-1		
	1	1375484481809813505	"Hannity is way out of his league on this one. @seanhannity 

Hannity lashes out at Seth Meyers after comments about 'sociopaths' preventing gun control https://t.co/wDNwjkyDZe via @Yahoo"	0.0	0.0	0.0			-1	-1		
	1	1277709957232656384	If your beliefs,faith,principle or political &amp; non-political affiliation to any ideology subjects you to hate a particular group based on it's principle of hate &amp; profit for it's motive,you must question your mindset &amp; it's way of analysing situations,history, policies &amp; people.	0.0	0.0	0.0			-1	-1		
	0	1342050186642780161	"O fetöcü, bu terörist, şu pkk'lı..
Arapça Kuran, Türkçe dua..
Bırakın bu boş işleri de..
#AşıNeredeAşı"	0.0	0.0	0.0			-1	-1		
	1	1277204263954001920	"I wanna drink, smoke, fuck and travel the African continent in an RV with a bad bitch😭

Is that too much? 

Yall see the aesthetic right?  

That vintage filter with the film grain won’t rest😭"	0.0	0.0	0.0			-1	-1		
	1	1344432070483980289	every time someone says roman religion is just stolen greek religion i lose 30 years of my life. surprised im not dead yet	0.0	0.0	0.0			-1	-1		
	0	1374427252646023171	"Mesut Bey @ArabulMesut
Tek Bir Soru Sormanızı İstiyorum:
Sözlesmeyi Uygulayıp da Cinayet Oranını Düşüren Bir Ülke Var mı ?"	0.0	0.0	0.0			-1	-1		
	1	1277394086387990538	"Well, that's pretty fucking cut and dry... 
https://t.co/LZlsN6jpRS"		1.0	-2.0		20:27%OSIG	-1	-1		
83:122%OSIG	0	1373788366349729793	"Dolar ve Euro 100 tl de olsa Devletimin yanında 
Gece vakti ülkeme operasyon çeken Vatan haini Şeref onur namus yoksunlarının karşısındayım
🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷#DevletiminYanındayım"	1.0	1.0	1.0	83:122%OSIG	83:122%OSIG	-1	-1		
	0	1367034066772643842	"118 sene yan yana 
Silahla beyazla kol kola
Şerefli şampiyonluklarla bir daha
Gururlan burası Beşiktaş GURURLAN! 🦅 #Besiktas118Yasında"	0.0	0.0	0.0			-1	-1		
118:124%OTAR|150:160%OSIG	0	1233833089568321536	"Seni bu kulübe başkan yaptıran beklentilerin karşılığını vermek zorundasın, seni kara kaşın kara gözün için istemedik başkan, beceremeyeceksen sen de s*ktir git !
@Fenerbahce https://t.co/LsWwBcFYjW"	1.0	1.0	1.0	118:124%OTAR|150:160%OSIG	150:160%OSIG	-1	-1		
	0	1368832427775377413	Kadın zayıftır başlığı altında duyar kasmaya çalışan belki iyi niyetli ancak yine de hatalı bulduğum bir söylem var. Örneğin Türk kadını eşiyle at koşmuş, silah kuşanmış, çarpışmış, birlikte hanesini yapmış eşiyle söz sahibi olmuş yani olması gereken. ne olduysa arap kültürü +	1.0	0.0	-2.0			0.0	0.0		
80:101%HSIG|103:109%HTAR	1	1233878319814369280	Syrians, all u guys needs to do is believe yourself, the power is on your blood go and take them down #greece #HumanRightsRefuge	2.0	2.0	2.0	80:101%HSIG|103:109%HTAR	80:101%HSIG|103:109%HTAR	-1	-1		
	0	1270117911575879681	"Güney Kıbrıs Rum Yönetimi'nde olan camii olayları ve bizdeki Ayasofya'nın yeniden camii yapılması konusu eş zamanlı ve planlı yapılan ""Yeni Dünya Düzeni"" şeytani planlarından olup halkları aptal gibi inandırarak gerilim ve savaş zeminleri oluşturma işleridir.."	0.0	1.0	-2.0		154:169%OSIG|189:194%OSIG	0.0	0.0		
	0	1357766389231218695	"""Dinini, vatanını, milletini seviyorsan"" fetöcü, hain işbirlikçi, kahpe bizanslı, terörist, militan, çapulcu ve lgbt'li değilsen veya kalbinde ib*elik yoksa senin zaten tarafın bellidir.😉 Olay siyaset ve parti meselesi değil, vatan meselesidir. Vatan için #ErdoğanınYanındayız"	1.0	2.0	-2.0	49:108%OSIG|112:116%OTAR|143:150%OSIG	41:156%HSIG	1.0	1.0	type:textContent|150$156$1$highlight-offensivesignal$|158$162$2$highlight-offensivesignal$|175$189$3$highlight-offensivesignal$|191$199$4$highlight-offensivesignal$|201$208$5$highlight-offensivesignal$|210$217$6$highlight-offensivesignal$|221$228$7$highlight-offensivesignal$|252$259$8$highlight-offensivesignal$	type:textContent|150$156$1$highlight-offensivesignal$|158$162$2$highlight-offensivesignal$|175$189$3$highlight-offensivesignal$|191$199$4$highlight-offensivesignal$|201$208$5$highlight-offensivesignal$|210$217$6$highlight-offensivesignal$|221$228$7$highlight-offensivesignal$|252$259$8$highlight-offensivesignal$
	0	1343344243235020807	Masaya; kuran, yüzük ve silah koyma zamnı geldi gibi artık	0.0	2.0	-2.0		0:58%HSIG	2.0	2.0	type:textContent|133$150$1$highlight-hatesignal$	type:textContent|133$156$1$highlight-hatesignal$
	0	1233784392671166464	"Şu anda tüm televizyonlar karadan Yunan sınırına akın ederek, denizden botlarla açılarak Avrupa'ya ulaşmaya çalışan binlerce Suriyelinin haberlerini geçiyor...

Yahu bu adamlar Toki'den bedava ev, sınavsız ünüversite, 4000-6000 TL arası değişen miktarda kelle başı maaş,"	0.0	0.0	0.0			-1	-1		
40:54%OSIG|55:60%OTAR	0	1341833144887087115	Gustavo kırmızı görmesi gerekirken yine şikespor katil hakem  #KadıköydeKaraGece	1.0	1.0	1.0	49:54%OSIG|55:60%OTAR	40:54%OSIG|55:60%OTAR	-1	-1		
0:12%HTAR|48:54%OSIG|55:68%HTAR|140:156%OSIG|158:225%OSIG|227:278%HSIG	0	1278193263799947265	Kemalist CHP’nin Türkiye’de Liderliğini yaptığı Sapkın LGBT Hareketi’nden Allah’ın evi Kabe’ye, Allah’ın Kitabı Kur’an’a ve Türk Bayrağı’na şerefsiz saldırı! Bu Ahlaksız Zihniyete oy veren Müslümanlara Hakkımı Helâl Etmiyorum! Allah bu sapıkları helâk destekçilerini helâk etsin! https://t.co/fTbF8HjDOO	2.0	2.0	2.0	0:12%HTAR|48:54%OSIG|55:68%HTAR|140:148%OSIG|161:178%OSIG|236:245%OSIG|267:278%HSIG	48:54%OSIG|55:59%HTAR|140:156%OSIG|158:225%OSIG|227:278%HSIG	-1	-1		
	1	1344749149535797252	"Military bracing for attack on U.S. forces in Iraq on one year anniversary of strike that killed Iranian top general Qasem Soleimani 
via https://t.co/6Lf16miHRX https://t.co/f3LRzBBncV"	0.0	0.0	0.0			-1	-1		
31:38%OTAR|86:99%OSIG|139:147%OSIG|147:152%OTAR	1	1277618284192428032	So you're saying that bunch of Germans were time traveling in #Dark and none of those motherfuckers even contemplated killing baby Hitler? Fucking Nazis!	1.0	1.0	1.0	31:38%OTAR|86:99%OSIG|139:152%OSIG	86:99%OSIG|139:146%OSIG|147:152%OTAR	-1	-1		
	1	1344770574258761728	Pence &amp; Trump are up to something very dangerous. If they start war with Iran everyone loses but we the US citizens will be the most hurt because Iran will defend her citizens #IranDoesntSeekWar	0.0	0.0	0.0			-1	-1		
0:14%OTAR|196:226%OSIG	1	1276824746680815616	Big news corps are complicit in the erasure of Kurds&amp;Kurdish suffering as they mislabel us, call it an Iraqi-turkish event, &amp; push down events where Kurds are bombed, invaded, etc just to talk about some other bullshit. We need to spread our own voice. RT Kurds, amplify our voice	1.0	1.0	1.0	0:14%OTAR|196:226%OSIG	218:226%OSIG	-1	-1		
	0	1344362071018889222	"》Virüsü çıkaran ÇİN
》3 Ayda virüsü aşısız yenen ÇİN
》Aşıyı bulup dünyaya satan ÇİN 
》Tüm dünya ekonomik olarak batarken kazanan gene ÇİN
Çin fanboyu İktidar ve yalakaları bunları söyleyen halkı vatan haini eder niÇİN !!!
#OyMoyYok #DoğuTuerkistanYalnızDeğildir
#Çin #Sinovac"	0.0	1.0	-2.0		137:148%OSIG|149:156%OTAR	0.0	0.0		
4:11%OSIG|12:19%OTAR	1	1344003723438260227	The rubbish players hardly get injured. This football club! 🙅🏾‍♂️	1.0	1.0	1.0	4:11%OSIG|12:19%OTAR	4:11%OSIG	-1	-1		
	1	1377281044316098562	If fleeing Syria to Lebanon and being surrounded by Hezbollah was jumping out of the frying pan and into the fire, they'd all be dead, not speaking to the reporter. Fact. https://t.co/Lh30sLcvWc	0.0	0.0	0.0			-1	-1		
	0	1373338547311288323	"Partisindeki taciz tecavüzü örtbas edenler kadın hakları savunucusu kesildi başımıza.. 
Kız çocuklarını dağa kaçırıp tecavüz ettirenler, teröristlere peşkeş çekenler, ahlaksız bir sözleşme üzerinden kadın hakları diye bağırıyorlar
İp ten konuşan oldu mu?
 #SeninleyizErdoğan"	0.0	1.0	-2.0		88:165%OSIG|167:188%OSIG	1.0	1.0	type:textContent|226$244$1$highlight-offensivesignal$|246$275$2$highlight-offensivesignal$	type:textContent|226$244$1$highlight-offensivesignal$|246$274$2$highlight-offensivesignal$
	0	1233785797301633024	"Bilmeyenler için açıklıyorum: M.Kemal Atatürk 1. Dünya Savaşı zamanlarında Alman subaylarla, masada şişe ve kadehler var. O kadar şehit varken o masada ne işi var? Savaşın psikolojik tarafı var, bu düşmana verilmiş fotoğraftır. Bunu unutma!
#negülüyorsunerdoğan diyenler. https://t.co/RykrbN70ph"	0.0	0.0	0.0			-1	-1		
	1	1377397339535650822	Vice President @KamalaHarris' niece, @meenaharris, tweeted, and has since deleted, “Violent white men are the greatest terrorist threat to our country”.  She is now under fire for that statement but I see nothing wrong with it - here's why:	1.0	0.0	-2.0	92:101%OTAR|195:226%OSIG		1.0	0.0	type:textContent|193$210$1$highlight-offensivetarget$|219$259$2$highlight-offensivesignal$	
0:5%OTAR|18:34%OSIG	1	1278042920981954562	Biden’s opening.. all fucking lies... we need, we should blah, blah, blah.  Wear a mask!	1.0	1.0	1.0	0:5%OTAR|18:34%OSIG	22:29%OSIG	-1	-1		
	0	1375949182826086401	Bunu yapan chp Li olsaydı 7 ceddinin DNA sını inceler #pudraşekeri değil kokain derdi(saç teli kan testi yapma akıllarına gelmedi)	0.0	0.0	0.0			-1	-1		
	1	1343337652536406022	Throwback to that time I was like, fourteen or fifteen and took a sexuality quiz and proceeded to have a panic attack once it said I was bisexual. Even though I already .. Knew that.	0.0	0.0	0.0			-1	-1		
	1	1377224596563329030	"New -- @mount_bees and I reviewed a month of OAN's primetime shows. Hosts pushed the doxxing of their media enemies, downplayed anti-Asian racism with anti-Asian racism, and had a strange obsession with Christianity ""under attack."" And more, of course. https://t.co/vErnb4MAny"	0.0	0.0	0.0			-1	-1		
	1	1277223148690128897	wtf THAT KIND OF FOREIGNERS???? https://t.co/vuziSd24GL		1.0	-2.0		0:3%OSIG	-1	-1		
0:6%HSIG|7:12%HTAR|14:45%HTAR|46:61%HSIG|150:168%OSIG	1	1376902424011530242	"I hate Guren. Guren and his league of bitches should just die. They got enough spotlight in a special serialized manga already, is that not enough?? 
Fuck all this shit"	2.0	2.0	2.0	0:6%HSIG|7:12%HTAR|14:45%HTAR|46:61%HSIG|150:168%OSIG	7:12%HTAR|14:19%HTAR|28:45%OSIG|53:61%HSIG	-1	-1		
0:14%OSIG	1	1277323820844503040	What bullshit! Intel community, speak up. https://t.co/3kJ5KOQqfO	1.0	1.0	1.0	0:14%OSIG	5:13%OSIG	-1	-1		
22:34%OTAR|56:72%OSIG|196:198%OTAR|199:207%OSIG	1	1376243029493829632	Ya’ll are funny, when Golden State destroyed the NBA ya ate that shit up. Now teams are doing what they do and the NBA is trash all of a sudden. The writing was on the wall 5 years ago when these GS assholes ruined the league	1.0	1.0	1.0	22:34%OTAR|56:72%OSIG|199:207%OSIG	56:72%OSIG|196:198%OTAR|199:207%OSIG	-1	-1		
	1	1375762954147168258	"#Operation Searchlight Launched to Target Innocent Civilians:  Operation launched against terrorists. Awami League supporters exploited situation through massacre, vandalism and loot. Also raised Bangladeshi flag.
 #MythsVsFacts_Bangladesh71 https://t.co/bdz2d3vedV"	0.0	0.0	0.0			-1	-1		
	0	1233502285919117312	"Biz Türk'üz.
Bizde kadın, erkek, genç, yaşlı ayırmadan
""HER TÜRK ASKER DOĞAR""!!
#Turkey #İdlip #sehitlerimizvar"	0.0	0.0	0.0			-1	-1		
	0	1227929429336379392	Feminist Tahayyül – Akademik Araştırmalar Dergisi ⁦@akguncnnn⁩ TİK’te sorduğun soruların bazılarına kaynak olur sanırsam.  https://t.co/z2hZOWZAIX	0.0	0.0	0.0			-1	-1		
	0	1275039002584854528	Garry Rodrigues'İ transfer ettiğimizde hepimiz sevinirken ,galatasaraylı bir hesap ''ne kadar gerizekalı bir topçu aldığınızın farkında değilsiniz ama ileride anlarsınız'' diye yorum atmıştı.. O geldi aklıma	0.0	0.0	0.0			-1	-1		
51:62%OSIG|64:71%OTAR|72:91%OSIG	0	1323387910499033088	"Her müslüman terörü lanetler, terörün her türlüsün lanet olsun. Fransız oyunlarına gelmeyin, kendisine destekçi arıyor.
#TurkeyStandsWithAustria"	1.0	1.0	1.0	51:62%OSIG|64:71%OTAR	64:71%OTAR|72:91%OSIG	-1	-1		
	0	1233863780163096576	Putin, eger TSK ve besledigin cihadcilari alip Suriye’den cikmaz isen biz Hatay’a gireriz diyor...	0.0	0.0	0.0			-1	-1		
	1	1233876559741714433	i wondered how she had all that BAWDY.... but she’s half south african.		0.0	-2.0			-1	-1		
4:11%OTAR|67:76%OSIG|213:220%OSIG|261:265%OSIG	1	1277554728877133824	Saw Beyonce visual from her black is king trailer  and i dont like that shit.. why do they keep portraying Africans as this jungle looking people,powder on our face, carrying spears and being ruled by kings, same fucking stereotypes and ppl are applauding that shit	1.0	1.0	1.0	4:11%OTAR|67:76%OSIG	213:220%OSIG|261:265%OSIG	-1	-1		
